i_item_sk,class_key,brand_key,container_key,size_key
17451,Electronics:memory,Kentaur,Case,compact
17454,Sports:athletic shoes,Summitline,Case,medium
17455,Women:swimwear,Willowmere,Garment,M
17461,Home:bathroom,Thistlecroft,Roll,large
17463,Shoes:athletic,Stridewell,Shoe Box,medium
17466,Children:school-uniforms,Bramblewick,Poly Bag,toddler
17467,Electronics:camcorders,Kentaur,Box,pro
17469,Shoes:mens,Stridewell,Dust Bag,medium
17472,Men:accessories,Ironclad,Garment,M
17473,Women:dresses,Ashgrove,Garment,XS
17475,Electronics:cameras,Kentaur,Box,pro
17478,Men:sports-apparel,Ironclad,Poly Bag,M
17479,Home:wallpaper,Marrowgate,Set,medium
17481,Home:tables,Thistlecroft,Roll,medium
17484,Jewelry:semi-precious,Sablewynn,Jewel Box,statement
17485,Sports:golf,Summitline,Box,large
17487,Books:self-help,Bellwood,Paperback,standard
17490,Electronics:portable,Kentaur,Box,compact
17491,Electronics:musical,Voltaic,Case,standard
17493,Sports:camping,Summitline,Case,medium
17496,Electronics:personal,Kentaur,Case,compact
17497,Books:mystery,Bellwood,Hardcover,pocket
17499,Electronics:scanners,Voltaic,Box,standard
17502,Men:accessories,Rowantree,Garment,L
17503,Men:sports-apparel,Ironclad,Poly Bag,XL
17505,Electronics:memory,Voltaic,Box,standard
17508,Music:pop,Cinderpath,Digipak,single
17509,Jewelry:consignment,Sablewynn,Jewel Box,petite
17511,Electronics:personal,Voltaic,Case,compact
17514,Children:school-uniforms,Bramblewick,Poly Bag,infant
17515,Home:curtains/drapes,Marrowgate,Roll,medium
17517,Books:reference,Bellwood,Hardcover,standard
17520,Sports:fitness,Summitline,Bag,large
17521,Books:computers,Fernglade,Hardcover,standard
17523,Children:infants,Pippet,Poly Bag,toddler
17526,Electronics:dvd/vcr players,Kentaur,Box,compact
17527,Electronics:automotive,Voltaic,Blister,pro
17529,Shoes:kids,Stridewell,Dust Bag,small
17532,Men:pants,Ironclad,Poly Bag,S
17533,Jewelry:earings,Sablewynn,Pouch,petite
17535,Home:paint,Marrowgate,Roll,medium
17538,Children:infants,Bramblewick,Gift Box,newborn
17539,Books:parenting,Bellwood,Paperback,pocket
17541,Shoes:womens,Farrow,Shoe Box,small
17544,Music:country,Lonewave,Jewel Case,deluxe
17545,Music:classical,Lonewave,Digipak,deluxe
17547,Home:lighting,Marrowgate,Roll,medium
17550,Women:swimwear,Willowmere,Garment,XS
17551,Jewelry:gold,Auravelle,Pouch,standard
17553,Shoes:kids,Farrow,Dust Bag,large
17556,Music:rock,Lonewave,Digipak,deluxe
17557,Home:paint,Thistlecroft,Set,medium
17559,Shoes:athletic,Farrow,Dust Bag,medium
17562,Men:sports-apparel,Ironclad,Garment,M
17563,Shoes:kids,Stridewell,Dust Bag,small
17565,Children:school-uniforms,Bramblewick,Gift Box,toddler
17568,Home:tables,Marrowgate,Box,large
17569,Children:school-uniforms,Bramblewick,Gift Box,newborn
17571,Children:newborn,Pippet,Poly Bag,toddler
17574,Sports:football,Summitline,Case,large
17575,Sports:sailing,Redridge,Box,medium
17577,Jewelry:rings,Auravelle,Jewel Box,standard
17580,Sports:basketball,Summitline,Case,medium
17581,Music:classical,Lonewave,Digipak,deluxe
17583,Women:swimwear,Ashgrove,Garment,S
17586,Home:decor,Marrowgate,Roll,large
17587,Books:home repair,Bellwood,Hardcover,large-print
17589,Women:dresses,Willowmere,Poly Bag,M
17592,Books:cooking,Bellwood,Paperback,large-print
17593,Music:rock,Cinderpath,Digipak,deluxe
17595,Sports:camping,Redridge,Bag,small
17598,Music:country,Cinderpath,Digipak,deluxe
17599,Home:flatware,Marrowgate,Box,medium
17601,Music:rock,Lonewave,Jewel Case,standard
17604,Music:rock,Cinderpath,Jewel Case,deluxe
17605,Children:school-uniforms,Pippet,Gift Box,newborn
17607,Music:country,Lonewave,Jewel Case,single
17610,Electronics:stereo,Voltaic,Case,standard
17611,Jewelry:rings,Sablewynn,Jewel Box,statement
17613,Electronics:televisions,Kentaur,Case,standard
17616,Shoes:womens,Stridewell,Dust Bag,medium
17617,Electronics:camcorders,Voltaic,Box,standard
17619,Children:school-uniforms,Bramblewick,Gift Box,newborn
17622,Children:newborn,Bramblewick,Gift Box,toddler
17623,Women:swimwear,Ashgrove,Garment,M
17625,Jewelry:custom,Auravelle,Pouch,standard
17628,Music:rock,Lonewave,Digipak,deluxe
17629,Books:fiction,Bellwood,Paperback,pocket
17691,Music:country,Lonewave,Digipak,single
17631,Women:fragrances,Ashgrove,Garment,S
17634,Music:rock,Lonewave,Jewel Case,standard
17635,Music:country,Lonewave,Jewel Case,standard
17637,Men:accessories,Ironclad,Poly Bag,XL
17640,Children:toddlers,Bramblewick,Gift Box,newborn
17641,Home:bedding,Thistlecroft,Roll,small
17643,Women:dresses,Ashgrove,Poly Bag,XS
17646,Jewelry:custom,Auravelle,Pouch,petite
17647,Electronics:audio,Voltaic,Box,compact
17649,Electronics:stereo,Kentaur,Box,pro
17652,Music:pop,Lonewave,Jewel Case,single
17653,Books:science,Bellwood,Paperback,large-print
17655,Home:flatware,Marrowgate,Roll,medium
17658,Music:pop,Lonewave,Digipak,single
17659,Sports:athletic shoes,Summitline,Bag,medium
17661,Home:mattresses,Marrowgate,Roll,large
17664,Electronics:wireless,Voltaic,Box,standard
17665,Men:pants,Rowantree,Garment,S
17667,Books:self-help,Bellwood,Hardcover,large-print
17670,Jewelry:costume,Auravelle,Pouch,petite
17671,Sports:optics,Summitline,Case,large
17673,Home:kids,Marrowgate,Box,large
17676,Music:pop,Lonewave,Jewel Case,single
17677,Children:newborn,Bramblewick,Poly Bag,newborn
17679,Women:maternity,Willowmere,Garment,S
17682,Books:cooking,Bellwood,Hardcover,large-print
17683,Jewelry:earings,Sablewynn,Jewel Box,standard
17685,Men:accessories,Ironclad,Garment,L
17688,Children:school-uniforms,Pippet,Gift Box,toddler
17689,Women:fragrances,Willowmere,Garment,M
17694,Jewelry:mens watch,Auravelle,Pouch,standard
17695,Men:accessories,Rowantree,Garment,L
17697,Men:pants,Rowantree,Garment,M
17700,Women:swimwear,Willowmere,Poly Bag,L
17701,Shoes:mens,Stridewell,Dust Bag,small
17703,Home:wallpaper,Marrowgate,Roll,large
17706,Electronics:portable,Voltaic,Box,compact
17707,Books:self-help,Fernglade,Hardcover,standard
17709,Electronics:disk drives,Voltaic,Blister,pro
2003,Electronics:disk drives,Voltaic,Box,compact
17712,Sports:pools,Summitline,Bag,large
17713,Books:reference,Bellwood,Hardcover,large-print
17715,Sports:fitness,Summitline,Case,small
17718,Books:science,Bellwood,Hardcover,standard
17719,Music:rock,Lonewave,Jewel Case,standard
17724,Children:newborn,Bramblewick,Poly Bag,newborn
17725,Women:dresses,Ashgrove,Poly Bag,S
17716,Shoes:athletic,Stridewell,Dust Bag,medium
17727,Women:fragrances,Ashgrove,Poly Bag,L
17730,Home:accent,Marrowgate,Box,medium
17731,Women:fragrances,Ashgrove,Garment,S
17733,Women:maternity,Willowmere,Poly Bag,XS
17736,Electronics:stereo,Voltaic,Blister,compact
17737,Men:sports-apparel,Ironclad,Poly Bag,M
17751,Sports:outdoor,Redridge,Case,small
17754,Shoes:mens,Stridewell,Dust Bag,medium
17755,Men:sports-apparel,Ironclad,Poly Bag,S
17757,Books:computers,Bellwood,Hardcover,large-print
17760,Home:bedding,Marrowgate,Set,small
17761,Home:accent,Marrowgate,Box,medium
17763,Children:infants,Pippet,Poly Bag,newborn
17766,Sports:hockey,Summitline,Bag,large
17767,Men:sports-apparel,Rowantree,Garment,M
17769,Children:school-uniforms,Pippet,Gift Box,infant
17772,Children:newborn,Pippet,Gift Box,toddler
17773,Books:travel,Bellwood,Paperback,large-print
17775,Home:furniture,Thistlecroft,Roll,large
17778,Sports:athletic shoes,Summitline,Box,medium
17779,Women:dresses,Willowmere,Garment,S
17781,Men:pants,Ironclad,Garment,XL
17784,Children:newborn,Bramblewick,Poly Bag,infant
17785,Men:sports-apparel,Ironclad,Garment,S
17787,Electronics:camcorders,Kentaur,Blister,pro
17790,Home:curtains/drapes,Thistlecroft,Roll,large
17791,Women:swimwear,Ashgrove,Garment,L
17793,Shoes:mens,Farrow,Dust Bag,medium
1580,Children:toddlers,Bramblewick,Poly Bag,infant
17796,Music:country,Cinderpath,Digipak,deluxe
17797,Electronics:monitors,Kentaur,Blister,standard
17799,Men:pants,Rowantree,Garment,XL
17802,Home:decor,Marrowgate,Roll,small
17803,Electronics:camcorders,Kentaur,Blister,pro
17805,Children:newborn,Bramblewick,Poly Bag,toddler
17808,Women:swimwear,Willowmere,Garment,S
17809,Music:pop,Lonewave,Digipak,standard
17811,Women:maternity,Willowmere,Poly Bag,S
17814,Women:maternity,Willowmere,Poly Bag,M
17815,Sports:fitness,Redridge,Box,medium
17817,Music:classical,Lonewave,Digipak,single
17820,Men:accessories,Ironclad,Poly Bag,XL
17821,Books:entertainments,Bellwood,Hardcover,standard
17823,Men:shirts,Rowantree,Garment,S
1582,Books:fiction,Fernglade,Paperback,pocket
17826,Shoes:mens,Farrow,Shoe Box,medium
17827,Jewelry:semi-precious,Auravelle,Jewel Box,statement
17829,Books:history,Bellwood,Hardcover,standard
17832,Shoes:mens,Stridewell,Shoe Box,medium
17833,Children:toddlers,Bramblewick,Poly Bag,toddler
17835,Electronics:audio,Voltaic,Case,standard
17838,Women:swimwear,Willowmere,Garment,S
4882,Sports:pools,Redridge,Case,large
17839,Jewelry:mens watch,Auravelle,Jewel Box,statement
17841,Electronics:musical,Kentaur,Case,compact
17844,Shoes:athletic,Stridewell,Dust Bag,small
17845,Books:computers,Bellwood,Paperback,large-print
17847,Books:travel,Fernglade,Hardcover,standard
17850,Men:accessories,Ironclad,Poly Bag,M
17851,Jewelry:costume,Auravelle,Jewel Box,standard
17853,Shoes:mens,Stridewell,Shoe Box,medium
17856,Children:toddlers,Bramblewick,Poly Bag,infant
17857,Shoes:mens,Stridewell,Dust Bag,medium
17859,Men:pants,Rowantree,Poly Bag,XL
17862,Books:romance,Fernglade,Paperback,large-print
17863,Music:classical,Lonewave,Jewel Case,single
17865,Women:swimwear,Willowmere,Garment,XS
17868,Shoes:mens,Stridewell,Dust Bag,small
17869,Books:fiction,Fernglade,Paperback,pocket
17871,Jewelry:pendants,Auravelle,Jewel Box,statement
17874,Books:mystery,Bellwood,Paperback,large-print
17875,Children:toddlers,Pippet,Poly Bag,newborn
17877,Children:school-uniforms,Bramblewick,Poly Bag,toddler
17880,Children:newborn,Bramblewick,Gift Box,newborn
17881,Books:entertainments,Bellwood,Paperback,large-print
17883,Children:infants,Bramblewick,Poly Bag,newborn
17886,Music:country,Lonewave,Jewel Case,standard
17887,Books:cooking,Bellwood,Paperback,large-print
17889,Home:decor,Marrowgate,Box,medium
17892,Men:pants,Rowantree,Garment,XL
17893,Home:bedding,Thistlecroft,Box,large
17895,Home:accent,Thistlecroft,Box,small
17898,Music:country,Cinderpath,Digipak,standard
17899,Music:pop,Cinderpath,Jewel Case,single
17901,Books:romance,Bellwood,Paperback,pocket
17904,Music:rock,Cinderpath,Digipak,single
17905,Books:history,Fernglade,Paperback,standard
17907,Music:country,Lonewave,Jewel Case,deluxe
17910,Home:bedding,Marrowgate,Roll,medium
17911,Home:flatware,Thistlecroft,Box,large
17913,Music:country,Lonewave,Jewel Case,deluxe
17916,Shoes:athletic,Stridewell,Dust Bag,large
17917,Jewelry:custom,Auravelle,Pouch,standard
17919,Shoes:kids,Stridewell,Dust Bag,medium
17922,Children:infants,Pippet,Poly Bag,toddler
17923,Books:parenting,Fernglade,Paperback,standard
17925,Men:accessories,Ironclad,Garment,M
17928,Shoes:mens,Stridewell,Dust Bag,small
17929,Electronics:audio,Kentaur,Blister,compact
17931,Women:swimwear,Ashgrove,Garment,XS
17934,Electronics:monitors,Kentaur,Blister,compact
17935,Home:glassware,Marrowgate,Roll,large
17937,Men:sports-apparel,Ironclad,Garment,XL
17940,Shoes:mens,Stridewell,Shoe Box,medium
4883,Electronics:scanners,Voltaic,Blister,pro
17941,Shoes:kids,Stridewell,Dust Bag,large
17943,Home:kids,Thistlecroft,Set,medium
17946,Music:rock,Lonewave,Jewel Case,single
17947,Books:sports,Fernglade,Paperback,pocket
17949,Shoes:mens,Stridewell,Dust Bag,medium
17952,Electronics:stereo,Kentaur,Blister,compact
17953,Jewelry:consignment,Auravelle,Pouch,petite
17955,Jewelry:earings,Auravelle,Jewel Box,standard
17958,Men:pants,Ironclad,Garment,S
17959,Shoes:mens,Stridewell,Shoe Box,small
17961,Men:shirts,Ironclad,Garment,M
17964,Women:dresses,Willowmere,Poly Bag,XS
17965,Sports:pools,Redridge,Bag,medium
17967,Home:tables,Thistlecroft,Box,small
17970,Sports:baseball,Summitline,Box,small
17971,Sports:fishing,Summitline,Case,large
17973,Shoes:mens,Farrow,Dust Bag,medium
17976,Sports:hockey,Redridge,Bag,large
17977,Jewelry:consignment,Sablewynn,Pouch,statement
17979,Jewelry:bracelets,Auravelle,Pouch,statement
17982,Electronics:televisions,Voltaic,Box,compact
17983,Books:cooking,Fernglade,Hardcover,pocket
17985,Jewelry:jewelry boxes,Auravelle,Jewel Box,standard
17988,Children:toddlers,Bramblewick,Gift Box,toddler
17989,Men:shirts,Rowantree,Garment,M
17991,Children:infants,Bramblewick,Gift Box,infant
17994,Shoes:mens,Farrow,Dust Bag,large
17995,Jewelry:gold,Auravelle,Jewel Box,petite
17997,Women:fragrances,Willowmere,Garment,L
18000,Sports:athletic shoes,Summitline,Bag,medium
2090,Women:swimwear,Willowmere,Poly Bag,S
2,Women:dresses,Ashgrove,Poly Bag,L
4,Children:infants,Bramblewick,Poly Bag,newborn
5,Men:shirts,Ironclad,Garment,M
8,Children:toddlers,Bramblewick,Poly Bag,toddler
10,Electronics:scanners,Kentaur,Blister,pro
11,Jewelry:estate,Auravelle,Pouch,standard
14,Sports:hockey,Redridge,Bag,small
16,Women:fragrances,Ashgrove,Garment,L
17,Men:accessories,Rowantree,Poly Bag,S
20,Women:maternity,Willowmere,Garment,S
22,Electronics:karoke,Kentaur,Blister,pro
23,Electronics:karoke,Voltaic,Box,pro
26,Men:sports-apparel,Rowantree,Garment,XL
28,Children:toddlers,Bramblewick,Gift Box,infant
29,Women:swimwear,Willowmere,Garment,XS
32,Home:curtains/drapes,Thistlecroft,Set,medium
34,Electronics:personal,Voltaic,Box,compact
35,Books:arts,Bellwood,Hardcover,pocket
38,Men:sports-apparel,Ironclad,Garment,XL
40,Home:lighting,Thistlecroft,Roll,small
41,Children:toddlers,Pippet,Gift Box,infant
44,Music:rock,Lonewave,Jewel Case,standard
46,Jewelry:costume,Auravelle,Jewel Box,statement
47,Shoes:womens,Stridewell,Shoe Box,medium
50,Shoes:athletic,Stridewell,Dust Bag,large
52,Children:infants,Bramblewick,Gift Box,toddler
53,Electronics:memory,Kentaur,Box,standard
56,Electronics:disk drives,Voltaic,Case,standard
58,Shoes:kids,Farrow,Dust Bag,large
59,Children:school-uniforms,Bramblewick,Poly Bag,newborn
62,Jewelry:bracelets,Auravelle,Jewel Box,statement
64,Sports:optics,Summitline,Bag,small
65,Electronics:scanners,Kentaur,Box,standard
68,Men:sports-apparel,Ironclad,Garment,S
70,Music:classical,Lonewave,Digipak,single
71,Books:sports,Bellwood,Hardcover,large-print
74,Men:sports-apparel,Rowantree,Poly Bag,S
76,Books:travel,Bellwood,Hardcover,pocket
77,Children:toddlers,Pippet,Poly Bag,infant
80,Shoes:kids,Stridewell,Shoe Box,medium
82,Shoes:athletic,Stridewell,Shoe Box,medium
83,Jewelry:pendants,Auravelle,Pouch,statement
86,Jewelry:diamonds,Sablewynn,Jewel Box,statement
88,Children:newborn,Bramblewick,Poly Bag,newborn
89,Men:accessories,Ironclad,Garment,L
92,Sports:optics,Redridge,Case,large
94,Men:shirts,Rowantree,Poly Bag,L
95,Music:pop,Cinderpath,Jewel Case,single
98,Sports:outdoor,Redridge,Box,small
100,Music:pop,Lonewave,Digipak,single
101,Women:fragrances,Willowmere,Garment,S
104,Books:mystery,Bellwood,Hardcover,pocket
106,Electronics:memory,Kentaur,Case,compact
107,Books:arts,Fernglade,Paperback,large-print
110,Women:dresses,Willowmere,Garment,XS
112,Shoes:kids,Stridewell,Dust Bag,medium
113,Sports:guns,Summitline,Bag,medium
116,Jewelry:pendants,Sablewynn,Pouch,petite
118,Children:newborn,Bramblewick,Gift Box,infant
119,Men:sports-apparel,Ironclad,Garment,XL
122,Books:parenting,Bellwood,Paperback,large-print
124,Men:sports-apparel,Ironclad,Poly Bag,XL
125,Jewelry:jewelry boxes,Auravelle,Pouch,standard
128,Home:curtains/drapes,Marrowgate,Roll,small
130,Sports:fishing,Summitline,Bag,medium
131,Music:country,Lonewave,Digipak,deluxe
134,Shoes:kids,Stridewell,Dust Bag,medium
136,Shoes:mens,Farrow,Dust Bag,large
137,Books:self-help,Bellwood,Paperback,standard
140,Music:country,Lonewave,Jewel Case,standard
142,Children:newborn,Bramblewick,Poly Bag,newborn
143,Electronics:dvd/vcr players,Kentaur,Blister,compact
146,Music:rock,Lonewave,Digipak,single
148,Shoes:athletic,Stridewell,Shoe Box,small
149,Women:swimwear,Ashgrove,Garment,M
152,Women:fragrances,Willowmere,Garment,M
154,Shoes:womens,Farrow,Dust Bag,medium
155,Home:bedding,Thistlecroft,Set,small
158,Home:lighting,Marrowgate,Roll,medium
160,Sports:sailing,Redridge,Bag,large
161,Women:maternity,Willowmere,Poly Bag,XS
164,Electronics:wireless,Kentaur,Case,standard
166,Women:fragrances,Ashgrove,Poly Bag,S
167,Jewelry:gold,Auravelle,Jewel Box,petite
170,Sports:camping,Redridge,Box,small
172,Sports:hockey,Summitline,Box,medium
173,Men:accessories,Ironclad,Poly Bag,M
176,Women:swimwear,Willowmere,Poly Bag,XS
178,Jewelry:semi-precious,Auravelle,Pouch,petite
179,Music:classical,Lonewave,Jewel Case,standard
182,Men:accessories,Rowantree,Poly Bag,M
184,Jewelry:womens watch,Auravelle,Pouch,petite
185,Electronics:camcorders,Kentaur,Box,standard
188,Books:fiction,Fernglade,Paperback,standard
190,Women:dresses,Willowmere,Garment,L
191,Books:romance,Bellwood,Paperback,standard
281,Shoes:mens,Stridewell,Shoe Box,medium
194,Electronics:karoke,Kentaur,Box,pro
196,Men:accessories,Ironclad,Poly Bag,XL
197,Shoes:kids,Stridewell,Shoe Box,medium
200,Women:dresses,Willowmere,Poly Bag,M
202,Books:business,Bellwood,Paperback,large-print
203,Sports:pools,Summitline,Bag,small
206,Shoes:athletic,Farrow,Dust Bag,medium
208,Jewelry:womens watch,Auravelle,Jewel Box,statement
209,Men:shirts,Ironclad,Poly Bag,L
212,Shoes:mens,Stridewell,Dust Bag,large
214,Women:maternity,Willowmere,Poly Bag,S
215,Sports:archery,Summitline,Box,small
218,Shoes:athletic,Farrow,Shoe Box,medium
220,Children:newborn,Bramblewick,Poly Bag,infant
221,Men:sports-apparel,Ironclad,Garment,L
224,Women:swimwear,Willowmere,Poly Bag,S
226,Jewelry:pendants,Sablewynn,Pouch,statement
227,Books:mystery,Bellwood,Paperback,pocket
230,Music:rock,Lonewave,Jewel Case,single
232,Electronics:dvd/vcr players,Kentaur,Case,standard
233,Music:classical,Lonewave,Jewel Case,deluxe
236,Books:romance,Fernglade,Paperback,pocket
238,Home:glassware,Marrowgate,Roll,small
239,Books:business,Fernglade,Hardcover,standard
242,Sports:athletic shoes,Summitline,Box,large
244,Jewelry:diamonds,Sablewynn,Pouch,petite
245,Electronics:monitors,Voltaic,Blister,compact
248,Electronics:karoke,Kentaur,Box,pro
254,Women:swimwear,Willowmere,Poly Bag,M
256,Men:sports-apparel,Rowantree,Garment,L
257,Jewelry:loose stones,Auravelle,Pouch,statement
260,Music:country,Lonewave,Digipak,standard
262,Men:sports-apparel,Ironclad,Poly Bag,L
263,Women:fragrances,Willowmere,Poly Bag,XS
266,Home:wallpaper,Marrowgate,Box,small
268,Books:mystery,Bellwood,Paperback,standard
269,Children:toddlers,Bramblewick,Gift Box,newborn
272,Home:furniture,Marrowgate,Roll,medium
274,Home:furniture,Marrowgate,Set,small
275,Shoes:kids,Farrow,Shoe Box,large
8507,Electronics:automotive,Kentaur,Blister,standard
278,Women:fragrances,Willowmere,Poly Bag,XS
280,Women:swimwear,Ashgrove,Garment,L
284,Men:accessories,Ironclad,Garment,XL
286,Sports:fishing,Summitline,Case,small
287,Sports:golf,Summitline,Box,small
2092,Women:maternity,Willowmere,Garment,L
290,Women:maternity,Willowmere,Poly Bag,S
292,Men:pants,Ironclad,Garment,XL
293,Children:newborn,Bramblewick,Gift Box,newborn
296,Children:infants,Bramblewick,Poly Bag,infant
298,Men:sports-apparel,Rowantree,Garment,S
299,Men:shirts,Ironclad,Poly Bag,S
302,Women:swimwear,Willowmere,Poly Bag,S
304,Men:pants,Ironclad,Garment,M
305,Electronics:disk drives,Kentaur,Box,standard
308,Shoes:kids,Stridewell,Shoe Box,small
310,Men:sports-apparel,Rowantree,Poly Bag,XL
311,Books:reference,Bellwood,Hardcover,pocket
